id,zipcode,date,price,price_median,condition_type,status
1994200024,98103,2014-11-04,511000.0,550000.0,regular,buy
3362900810,98103,2014-08-20,532170.0,550000.0,regular,buy
7920100045,98115,2014-05-16,350000.0,567000.0,regular,buy
8960000030,98058,2014-07-28,215000.0,335000.0,regular,buy
8029200135,98022,2014-11-13,247000.0,279500.0,regular,buy
1081200350,98059,2014-10-03,320000.0,435000.0,regular,buy
84000105,98146,2014-05-07,255000.0,305000.0,regular,buy
3756500060,98034,2015-03-09,438000.0,445950.0,regular,buy
3574800520,98034,2014-06-20,441000.0,445950.0,regular,buy
2617300160,98027,2014-08-12,420000.0,570500.0,regular,buy
2558660270,98034,2014-12-08,370000.0,445950.0,regular,buy
1755700060,98133,2014-06-11,371500.0,375000.0,good,buy
4330600435,98166,2015-03-16,284000.0,390000.0,regular,buy
1999700045,98133,2014-05-02,313000.0,375000.0,regular,buy
1687900520,98006,2014-09-29,673000.0,760184.5,regular,buy
7234600798,98122,2015-02-10,425000.0,572000.0,regular,buy
3881900445,98144,2014-07-09,399950.0,450000.0,regular,buy
2254502445,98122,2014-05-30,385000.0,572000.0,regular,buy
5437810320,98022,2014-11-17,269950.0,279500.0,regular,buy
9158100075,98177,2015-01-07,330000.0,554000.0,regular,buy
3830630310,98030,2014-07-25,260000.0,282255.0,regular,buy
6661200320,98038,2014-07-23,163500.0,342000.0,regular,buy
1954440060,98074,2014-05-05,560000.0,642000.0,regular,buy
1115810060,98052,2014-12-05,585188.0,615000.0,regular,buy
9477200200,98034,2014-08-18,305000.0,445950.0,regular,buy
1432600560,98058,2014-11-05,166950.0,335000.0,regular,buy
2287000060,98040,2014-09-12,799000.0,993750.0,regular,buy
3996900125,98155,2014-12-01,230000.0,375000.0,regular,buy
7796450200,98023,2014-05-15,256883.0,268450.0,regular,buy
2824079053,98024,2015-01-13,440000.0,460000.0,regular,buy
3542300060,98056,2015-03-11,210000.0,380000.0,regular,buy
7551300060,98107,2014-07-16,470000.0,529950.0,regular,buy
100600550,98023,2014-08-04,226500.0,268450.0,regular,buy
3211100860,98059,2015-03-03,274250.0,435000.0,regular,buy
3456000310,98040,2014-08-04,840000.0,993750.0,regular,buy
7465900060,98116,2015-02-05,425000.0,562750.0,regular,buy
1222000055,98166,2014-11-23,180250.0,390000.0,regular,buy
2310030510,98038,2015-04-22,320000.0,342000.0,regular,buy
1025049114,98105,2014-07-17,625504.0,675000.0,regular,buy
8677300550,98074,2014-05-15,592500.0,642000.0,regular,buy
7611200125,98177,2014-10-23,467000.0,554000.0,regular,buy
5611500140,98075,2014-08-22,686000.0,739999.0,regular,buy
705700390,98038,2014-09-03,328000.0,342000.0,regular,buy
8682281200,98053,2015-03-09,479950.0,635000.0,regular,buy
7972000200,98023,2014-05-29,264950.0,268450.0,regular,buy
722059070,98031,2015-01-15,235000.0,288200.0,regular,buy
7202340400,98053,2015-03-03,516500.0,635000.0,regular,buy
943100260,98024,2014-11-20,213000.0,460000.0,regular,buy
7228500560,98122,2015-03-20,410000.0,572000.0,regular,buy
3584000310,98003,2014-12-08,225000.0,267475.0,regular,buy
8150100045,98126,2014-10-01,210000.0,395750.0,regular,buy
6131600075,98002,2015-04-27,225000.0,235000.0,regular,buy
9468200125,98103,2014-08-26,480000.0,550000.0,regular,buy
7899800890,98106,2015-02-26,181000.0,315000.0,regular,buy
3797001895,98103,2015-04-22,481000.0,550000.0,regular,buy
1105000588,98118,2015-04-21,349500.0,367500.0,regular,buy
3830630060,98030,2014-09-29,245000.0,282255.0,regular,buy
5127001620,98059,2015-02-11,315000.0,435000.0,regular,buy
9407100800,98045,2014-11-24,255000.0,399500.0,regular,buy
8722101360,98112,2014-12-02,780000.0,915000.0,regular,buy
8644000060,98198,2014-10-24,237000.0,265000.0,regular,buy
3325069129,98074,2014-12-16,525000.0,642000.0,regular,buy
1400300055,98144,2015-04-28,425000.0,450000.0,regular,buy
2123039032,98070,2014-10-27,369900.0,463750.0,good,buy
3438500192,98106,2014-09-29,285000.0,315000.0,regular,buy
7974200510,98115,2014-08-14,415000.0,567000.0,regular,buy
1745100140,98003,2014-10-17,210000.0,267475.0,regular,buy
2976800796,98178,2014-09-25,236000.0,278277.0,regular,buy
4235400186,98199,2014-11-24,331000.0,689800.0,regular,buy
6874200960,98178,2015-02-27,170000.0,278277.0,regular,buy
5634500392,98028,2015-04-10,330000.0,445000.0,regular,buy
7214810350,98072,2014-10-17,467000.0,515000.0,regular,buy
6647200060,98034,2015-02-09,405000.0,445950.0,regular,buy
9552700140,98006,2014-07-02,675000.0,760184.5,regular,buy
2200500350,98006,2014-08-12,500000.0,760184.5,regular,buy
6113400046,98166,2014-07-23,389999.0,390000.0,regular,buy
5468730030,98042,2014-08-22,265000.0,292000.0,regular,buy
5104530560,98038,2015-04-01,208633.0,342000.0,regular,buy
4330600350,98166,2015-01-15,315000.0,390000.0,regular,buy
5016001535,98112,2015-02-17,725000.0,915000.0,regular,buy
7280300196,98177,2015-04-03,550000.0,554000.0,regular,buy
8651520400,98074,2014-06-12,610750.0,642000.0,regular,buy
7171200445,98105,2015-02-28,550700.0,675000.0,regular,buy
7994700030,98065,2014-10-23,201000.0,500000.0,regular,buy
1328320800,98058,2014-11-05,305000.0,335000.0,regular,buy
9521101455,98103,2014-07-23,548000.0,550000.0,regular,buy
4337000335,98166,2014-11-22,268750.0,390000.0,regular,buy
2597650240,98027,2014-10-23,520000.0,570500.0,regular,buy
3353400435,98001,2014-07-21,230000.0,260000.0,regular,buy
7972000240,98023,2015-02-02,240000.0,268450.0,regular,buy
7520000520,98146,2014-09-05,232000.0,305000.0,regular,buy
7520000520,98146,2015-03-11,240500.0,305000.0,regular,buy
3530210260,98077,2014-10-27,274975.0,652475.0,regular,buy
191100045,98040,2014-07-03,940000.0,993750.0,good,buy
5009600070,98038,2014-10-07,260000.0,342000.0,regular,buy
405100295,98133,2014-08-26,265000.0,375000.0,regular,buy
4268200055,98178,2015-05-01,245000.0,278277.0,regular,buy
3126069068,98052,2015-04-24,485000.0,615000.0,regular,buy
7004200060,98070,2014-10-17,309600.0,463750.0,regular,buy
3969300030,98178,2014-07-23,165000.0,278277.0,regular,buy
3969300030,98178,2014-12-29,239900.0,278277.0,regular,buy
4048400070,98059,2014-12-05,320000.0,435000.0,regular,buy
808000070,98030,2014-10-21,206600.0,282255.0,regular,buy
7325600160,98014,2014-06-04,299000.0,415000.0,regular,buy
2757000030,98040,2014-09-22,855000.0,993750.0,regular,buy
616000140,98166,2015-01-26,315000.0,390000.0,regular,buy
3363900111,98103,2014-12-03,437500.0,550000.0,good,buy
9262800171,98001,2015-03-24,252000.0,260000.0,regular,buy
5416510830,98038,2014-08-06,300000.0,342000.0,regular,buy
2201500030,98006,2014-10-06,420000.0,760184.5,regular,buy
3211290370,98053,2014-06-05,463000.0,635000.0,regular,buy
1072010350,98059,2014-08-28,380000.0,435000.0,regular,buy
8856950070,98038,2014-12-10,329500.0,342000.0,regular,buy
925059078,98033,2014-08-19,604950.0,678350.0,regular,buy
3291800710,98056,2014-11-20,338000.0,380000.0,regular,buy
6838700060,98056,2014-12-04,280000.0,380000.0,regular,buy
2231500030,98133,2014-10-01,315000.0,375000.0,good,buy
8155830060,98056,2014-08-11,297000.0,380000.0,regular,buy
98020310,98075,2014-05-20,730000.0,739999.0,regular,buy
1545804860,98038,2014-10-27,275000.0,342000.0,regular,buy
7132300695,98144,2015-04-21,435000.0,450000.0,regular,buy
808300310,98019,2015-03-13,389000.0,401250.0,regular,buy
8563040160,98052,2015-01-21,560000.0,615000.0,regular,buy
8651600160,98040,2014-11-11,799000.0,993750.0,regular,buy
9517200030,98072,2014-06-25,365500.0,515000.0,regular,buy
2460700700,98058,2014-05-15,252350.0,335000.0,regular,buy
2890100060,98177,2014-08-01,385000.0,554000.0,regular,buy
8857320070,98008,2014-09-17,490000.0,545000.0,regular,buy
4047200695,98019,2014-06-18,330000.0,401250.0,regular,buy
1653500070,98004,2014-05-12,927000.0,1150000.0,regular,buy
3649100320,98028,2015-04-30,330000.0,445000.0,good,buy
7375300160,98008,2015-03-09,530000.0,545000.0,regular,buy
2473251090,98058,2014-06-19,269900.0,335000.0,regular,buy
9126100861,98122,2015-03-06,557000.0,572000.0,regular,buy
6021501685,98117,2015-04-22,352000.0,544000.0,regular,buy
8856950240,98038,2014-06-18,322500.0,342000.0,regular,buy
7821200390,98103,2014-08-06,450000.0,550000.0,regular,buy
8078520310,98092,2015-04-17,278500.0,309780.0,regular,buy
6700400140,98031,2015-03-18,268000.0,288200.0,regular,buy
1774220160,98077,2014-11-04,632925.0,652475.0,regular,buy
3426059070,98052,2014-09-09,570000.0,615000.0,regular,buy
8724300030,98019,2014-12-23,355000.0,401250.0,regular,buy
625049299,98103,2014-12-03,482000.0,550000.0,regular,buy
6073200075,98006,2014-07-30,625000.0,760184.5,good,buy
7942600310,98122,2014-07-17,375000.0,572000.0,regular,buy
1545808560,98038,2015-04-03,245000.0,342000.0,good,buy
936000060,98166,2014-11-14,310000.0,390000.0,regular,buy
3754700160,98034,2014-05-06,397000.0,445950.0,regular,buy
646910160,98055,2014-09-03,237000.0,294950.0,regular,buy
2268400350,98006,2014-09-16,749000.0,760184.5,regular,buy
9528102772,98115,2014-07-08,438000.0,567000.0,regular,buy
3353401710,98001,2014-09-23,227950.0,260000.0,good,buy
8159610030,98001,2014-07-22,196000.0,260000.0,regular,buy
3179100435,98105,2014-07-15,641000.0,675000.0,regular,buy
8857600960,98032,2014-08-19,205000.0,249000.0,regular,buy
1774000200,98072,2014-12-02,400000.0,515000.0,regular,buy
3775300030,98011,2014-12-31,333500.0,470000.0,regular,buy
2525300030,98038,2015-02-22,232000.0,342000.0,regular,buy
1324059104,98006,2015-04-21,691100.0,760184.5,regular,buy
2287000030,98040,2014-10-14,811000.0,993750.0,regular,buy
1529200340,98072,2015-01-08,496500.0,515000.0,regular,buy
1796360350,98042,2015-01-28,255000.0,292000.0,good,buy
8944290160,98031,2014-11-04,230000.0,288200.0,regular,buy
7282300125,98133,2014-11-12,330000.0,375000.0,regular,buy
3629920030,98029,2014-08-08,520000.0,575000.0,regular,buy
6844700810,98115,2014-09-01,438924.0,567000.0,regular,buy
66000070,98126,2015-04-06,315000.0,395750.0,regular,buy
6665800030,98033,2014-07-18,590000.0,678350.0,regular,buy
2205700350,98006,2014-11-04,378500.0,760184.5,regular,buy
1895000260,98118,2014-07-21,207950.0,367500.0,regular,buy
8691370400,98075,2014-12-16,699900.0,739999.0,regular,buy
8562501040,98052,2014-11-20,452000.0,615000.0,regular,buy
7942100310,98042,2015-01-27,232000.0,292000.0,good,buy
1727500340,98034,2014-06-14,397500.0,445950.0,regular,buy
9828702519,98112,2014-05-12,490000.0,915000.0,regular,buy
7852030960,98065,2014-11-06,437500.0,500000.0,regular,buy
7518503335,98117,2014-05-19,475000.0,544000.0,regular,buy
8906200070,98055,2015-02-10,280000.0,294950.0,regular,buy
5379805885,98188,2014-05-21,240000.0,264000.0,regular,buy
2769600560,98107,2014-05-27,529000.0,529950.0,regular,buy
9238901420,98136,2015-02-02,442000.0,489950.0,regular,buy
5113400431,98119,2014-05-08,615000.0,744975.0,regular,buy
8121200810,98052,2015-05-05,585000.0,615000.0,regular,buy
2827100070,98133,2014-11-05,290000.0,375000.0,regular,buy
4402700070,98133,2015-03-11,300000.0,375000.0,regular,buy
1432400335,98058,2015-03-25,288000.0,335000.0,good,buy
1180003090,98178,2014-09-06,190000.0,278277.0,regular,buy
3340401555,98055,2014-11-05,235000.0,294950.0,regular,buy
7453000070,98126,2014-08-18,275000.0,395750.0,regular,buy
4348800030,98004,2014-11-21,727500.0,1150000.0,regular,buy
6381500700,98125,2014-11-05,365000.0,425000.0,regular,buy
1545807610,98038,2015-04-29,270500.0,342000.0,regular,buy
1843200240,98092,2015-05-05,200000.0,309780.0,regular,buy
2008200060,98198,2014-06-24,160000.0,265000.0,regular,buy
1521069070,98010,2015-02-18,204000.0,359999.5,regular,buy
6204420070,98011,2015-05-01,452000.0,470000.0,regular,buy
5466410030,98042,2015-04-10,249000.0,292000.0,regular,buy
2270000070,98056,2014-10-30,280000.0,380000.0,regular,buy
224069094,98075,2014-09-11,530000.0,739999.0,regular,buy
7899800860,98106,2015-03-19,259950.0,315000.0,regular,buy
2473420140,98058,2014-09-23,315000.0,335000.0,regular,buy
5000500055,98168,2014-05-28,215000.0,235000.0,regular,buy
4099500935,98040,2014-07-23,705000.0,993750.0,regular,buy
3294700310,98055,2014-09-02,261000.0,294950.0,regular,buy
8718500075,98028,2014-11-17,396000.0,445000.0,good,buy
236400320,98188,2014-07-15,238000.0,264000.0,regular,buy
3624079046,98065,2014-10-28,460000.0,500000.0,regular,buy
5307100060,98005,2014-12-16,638700.0,765475.0,regular,buy
7203102050,98053,2014-07-28,435000.0,635000.0,regular,buy
561000075,98178,2014-12-31,260000.0,278277.0,regular,buy
2436701180,98105,2014-08-14,671500.0,675000.0,good,buy
809002765,98109,2014-10-22,610000.0,736000.0,regular,buy
4045500710,98014,2014-12-18,405000.0,415000.0,regular,buy
5104510270,98038,2014-07-18,338900.0,342000.0,regular,buy
98020350,98075,2015-01-23,720000.0,739999.0,regular,buy
2473360060,98058,2015-01-02,263500.0,335000.0,regular,buy
222069082,98038,2014-12-17,300000.0,342000.0,regular,buy
8945200860,98023,2014-12-11,180000.0,268450.0,regular,buy
7511800070,98003,2014-08-21,264000.0,267475.0,regular,buy
3876300310,98034,2014-10-22,439000.0,445950.0,regular,buy
5419800510,98031,2014-11-17,268500.0,288200.0,regular,buy
192460060,98045,2014-07-15,330000.0,399500.0,regular,buy
2525069041,98053,2014-09-04,505000.0,635000.0,regular,buy
3620069036,98022,2014-10-21,265000.0,279500.0,regular,buy
2781280390,98055,2015-03-24,290000.0,294950.0,regular,buy
9542830350,98038,2014-09-02,296000.0,342000.0,regular,buy
3278600240,98126,2014-07-22,372500.0,395750.0,regular,buy
8682250350,98053,2014-10-09,507000.0,635000.0,regular,buy
4233400340,98010,2014-08-20,185000.0,359999.5,regular,buy
7199350340,98052,2014-08-25,460000.0,615000.0,regular,buy
3904901710,98029,2015-02-24,435500.0,575000.0,regular,buy
6865200444,98103,2014-05-05,531000.0,550000.0,regular,buy
9498200046,98177,2015-02-06,443500.0,554000.0,regular,buy
1796380960,98042,2014-11-26,223000.0,292000.0,regular,buy
3126049411,98103,2014-12-09,340000.0,550000.0,regular,buy
2321300390,98199,2014-11-05,650000.0,689800.0,regular,buy
3905040800,98029,2014-09-25,533600.0,575000.0,regular,buy
5115000160,98031,2014-06-17,242000.0,288200.0,regular,buy
6600700030,98052,2015-05-06,525000.0,615000.0,regular,buy
3904930240,98029,2014-09-22,485000.0,575000.0,regular,buy
9407110700,98045,2015-01-13,175000.0,399500.0,regular,buy
1682500160,98092,2014-06-19,210000.0,309780.0,regular,buy
8078570390,98031,2015-04-15,260000.0,288200.0,regular,buy
9500900135,98002,2014-10-21,200000.0,235000.0,regular,buy
6411600069,98133,2014-05-21,325000.0,375000.0,regular,buy
7010700292,98199,2014-10-09,543500.0,689800.0,regular,buy
5437820310,98022,2014-05-23,218000.0,279500.0,good,buy
582000135,98199,2014-06-22,565000.0,689800.0,regular,buy
9550204515,98105,2014-09-24,542000.0,675000.0,regular,buy
7199330390,98052,2014-06-24,415000.0,615000.0,regular,buy
6131600060,98002,2014-08-15,214000.0,235000.0,regular,buy
5379805460,98188,2015-01-21,245000.0,264000.0,good,buy
4315700060,98136,2015-03-03,378000.0,489950.0,regular,buy
7852180340,98065,2014-09-30,430000.0,500000.0,regular,buy
1545804340,98038,2015-04-09,240000.0,342000.0,regular,buy
2218000335,98105,2014-07-07,530000.0,675000.0,regular,buy
922049078,98198,2014-11-18,157000.0,265000.0,regular,buy
4338800370,98166,2014-11-17,220000.0,390000.0,regular,buy
7214700350,98077,2014-11-24,521000.0,652475.0,regular,buy
3226200105,98118,2014-05-23,325000.0,367500.0,regular,buy
7849202231,98065,2014-07-23,337000.0,500000.0,regular,buy
2985800030,98105,2014-05-07,495000.0,675000.0,regular,buy
708000030,98004,2014-09-02,888000.0,1150000.0,regular,buy
192460310,98045,2015-03-24,269900.0,399500.0,regular,buy
9412200260,98027,2014-11-13,496500.0,570500.0,regular,buy
6798100662,98125,2014-05-27,312000.0,425000.0,regular,buy
1775920350,98072,2014-11-24,323000.0,515000.0,regular,buy
2525500260,98059,2014-11-24,331000.0,435000.0,regular,buy
6145600041,98133,2014-05-14,306000.0,375000.0,regular,buy
2710600045,98115,2014-06-16,460000.0,567000.0,regular,buy
5101405124,98115,2014-09-12,435000.0,567000.0,regular,buy
6067910030,98006,2015-03-16,664000.0,760184.5,good,buy
7846700310,98045,2014-06-23,280000.0,399500.0,regular,buy
3348401740,98178,2015-01-27,188000.0,278277.0,regular,buy
3013300288,98136,2014-09-30,478500.0,489950.0,regular,buy
5029450160,98023,2014-08-15,222000.0,268450.0,regular,buy
5102400105,98115,2014-10-13,400000.0,567000.0,regular,buy
1566100400,98115,2014-09-24,387500.0,567000.0,regular,buy
1775800800,98072,2015-02-24,396000.0,515000.0,regular,buy
8024200350,98115,2015-03-04,410000.0,567000.0,regular,buy
7697870860,98030,2014-06-25,245000.0,282255.0,regular,buy
7527200030,98075,2014-12-29,700000.0,739999.0,good,buy
766500030,98042,2014-06-10,225000.0,292000.0,regular,buy
6664000030,98004,2014-10-09,980000.0,1150000.0,regular,buy
1895000045,98118,2015-05-04,195000.0,367500.0,regular,buy
7011200260,98119,2014-12-19,485000.0,744975.0,regular,buy
41000454,98188,2014-08-15,130000.0,264000.0,regular,buy
9477200560,98034,2015-04-13,440000.0,445950.0,regular,buy
5231000060,98059,2014-08-05,310000.0,435000.0,good,buy
7967200060,98001,2014-09-08,243000.0,260000.0,regular,buy
8077210350,98074,2014-07-22,639000.0,642000.0,regular,buy
7203000640,98003,2014-09-18,215000.0,267475.0,regular,buy
2988000070,98011,2015-03-04,405000.0,470000.0,regular,buy
4233400400,98010,2015-04-14,267000.0,359999.5,regular,buy
3793500550,98038,2014-08-08,289950.0,342000.0,regular,buy
2473400340,98058,2014-06-04,320000.0,335000.0,good,buy
3530490070,98198,2014-06-13,210000.0,265000.0,regular,buy
1932300075,98126,2014-09-10,245000.0,395750.0,regular,buy
2525000510,98059,2014-11-06,328000.0,435000.0,regular,buy
2723089104,98045,2014-09-17,315000.0,399500.0,regular,buy
9346980140,98006,2014-08-20,605000.0,760184.5,regular,buy
8159610060,98001,2014-11-19,233000.0,260000.0,regular,buy
1588600045,98117,2014-12-15,459000.0,544000.0,regular,buy
1771000890,98077,2014-09-17,305000.0,652475.0,regular,buy
3300701170,98117,2014-06-20,395000.0,544000.0,regular,buy
579003610,98117,2015-02-24,517500.0,544000.0,regular,buy
1138020200,98034,2014-09-03,435000.0,445950.0,regular,buy
3432500200,98155,2015-04-09,329999.0,375000.0,regular,buy
4385700765,98112,2014-06-03,850000.0,915000.0,good,buy
6979900390,98053,2014-05-29,565000.0,635000.0,regular,buy
6379500159,98116,2014-09-11,400000.0,562750.0,regular,buy
826079094,98019,2015-03-24,330000.0,401250.0,regular,buy
3575200070,98074,2014-11-04,560000.0,642000.0,regular,buy
8146100270,98004,2015-03-24,824000.0,1150000.0,regular,buy
8648200030,98042,2014-07-16,260000.0,292000.0,good,buy
3343901234,98056,2014-11-13,341500.0,380000.0,regular,buy
226039214,98177,2014-06-12,465250.0,554000.0,regular,buy
1623300160,98117,2014-05-06,450000.0,544000.0,regular,buy
2205500575,98006,2015-02-09,390000.0,760184.5,regular,buy
4040800810,98008,2014-05-02,420000.0,545000.0,regular,buy
3814400125,98122,2014-10-16,493000.0,572000.0,regular,buy
7230200340,98059,2015-02-25,305000.0,435000.0,good,buy
3191000240,98034,2014-06-12,400000.0,445950.0,good,buy
1139000069,98133,2014-11-18,320000.0,375000.0,regular,buy
8731901940,98023,2015-03-04,218000.0,268450.0,regular,buy
2688100071,98117,2015-04-15,500000.0,544000.0,regular,buy
2423069155,98027,2014-11-20,460000.0,570500.0,regular,buy
2329500260,98003,2014-07-09,232500.0,267475.0,regular,buy
1494300060,98052,2014-06-11,522000.0,615000.0,regular,buy
1623049062,98168,2015-03-04,210000.0,235000.0,regular,buy
7852020640,98065,2014-10-20,470000.0,500000.0,regular,buy
7940700260,98034,2015-01-15,422120.0,445950.0,regular,buy
4365200860,98126,2014-06-06,385200.0,395750.0,regular,buy
3904980030,98029,2015-04-14,500000.0,575000.0,regular,buy
6067900060,98006,2014-06-05,565000.0,760184.5,good,buy
7202340960,98053,2014-09-08,581000.0,635000.0,regular,buy
259600260,98008,2015-01-22,345000.0,545000.0,regular,buy
7234600903,98122,2014-10-16,419000.0,572000.0,regular,buy
4307350200,98056,2015-05-12,347000.0,380000.0,regular,buy
3276930400,98075,2014-10-22,625000.0,739999.0,regular,buy
4057300200,98029,2014-12-22,310000.0,575000.0,regular,buy
1922059135,98030,2015-05-13,250000.0,282255.0,regular,buy
1565900070,98022,2014-07-21,246500.0,279500.0,regular,buy
726049190,98133,2014-10-02,287500.0,375000.0,regular,buy
4006000251,98118,2014-08-22,226000.0,367500.0,regular,buy
1610000016,98168,2014-09-11,175000.0,235000.0,regular,buy
7376300060,98008,2014-05-15,465750.0,545000.0,regular,buy
7300200550,98075,2015-03-19,659000.0,739999.0,regular,buy
5066400483,98001,2014-11-20,249900.0,260000.0,regular,buy
8682262400,98053,2014-07-18,430000.0,635000.0,regular,buy
8682262400,98053,2015-05-13,419950.0,635000.0,regular,buy
6450303785,98133,2014-11-18,320000.0,375000.0,regular,buy
9429500045,98006,2014-05-09,428750.0,760184.5,regular,buy
108000127,98177,2014-12-09,456500.0,554000.0,regular,buy
1081300200,98059,2014-05-09,352000.0,435000.0,regular,buy
8818900060,98105,2014-11-25,664000.0,675000.0,regular,buy
7197350070,98052,2015-03-04,512000.0,615000.0,regular,buy
9510900270,98023,2014-12-11,254000.0,268450.0,regular,buy
3905081070,98029,2014-05-21,535800.0,575000.0,regular,buy
2322069114,98038,2014-10-10,287653.0,342000.0,regular,buy
5637500070,98136,2014-07-31,438000.0,489950.0,regular,buy
3056800160,98059,2014-08-12,370500.0,435000.0,regular,buy
3654800200,98038,2014-10-22,265000.0,342000.0,regular,buy
623069068,98027,2014-06-27,425000.0,570500.0,good,buy
1865820370,98042,2014-11-13,166600.0,292000.0,regular,buy
2359300030,98115,2015-05-08,565000.0,567000.0,regular,buy
6403310060,98033,2014-08-11,539900.0,678350.0,regular,buy
4137050060,98092,2014-11-04,280000.0,309780.0,regular,buy
2310000240,98038,2015-03-13,275000.0,342000.0,regular,buy
8665050060,98029,2014-07-31,457500.0,575000.0,regular,buy
3327020400,98092,2015-04-23,289999.0,309780.0,regular,buy
4039300400,98007,2014-09-19,469950.0,555000.0,regular,buy
8802400416,98031,2015-02-13,147500.0,288200.0,regular,buy
6204400270,98011,2014-11-25,390000.0,470000.0,regular,buy
9536602080,98198,2014-12-19,229000.0,265000.0,regular,buy
3826000070,98168,2014-05-15,185000.0,235000.0,regular,buy
5101405335,98115,2014-08-26,414900.0,567000.0,regular,buy
