,id,zipcode,price,price_median,condition_type,status
5334,7011201470,98119,625000.0,744975.0,good,buy
5366,2372800050,98022,220000.0,279500.0,good,buy
5371,1853200080,98034,350000.0,445950.0,good,buy
5450,7227500020,98056,259950.0,380000.0,good,buy
5452,422000010,98056,299950.0,380000.0,good,buy
5550,8029200190,98022,227000.0,279500.0,good,buy
5609,3039000050,98033,575000.0,678350.0,good,buy
5611,4024101434,98155,318000.0,375000.0,good,buy
5625,8068000585,98178,235000.0,278277.0,good,buy
5633,3424069145,98027,343000.0,570500.0,good,buy
5644,1626069178,98077,535000.0,652475.0,good,buy
5809,7129300420,98178,258000.0,278277.0,good,buy
5856,421000185,98056,200000.0,380000.0,good,buy
5873,6072760670,98006,652450.0,760184.5,good,buy
5876,2787720170,98059,395000.0,435000.0,good,buy
5914,5021900779,98040,785000.0,993750.0,good,buy
5943,1483300430,98040,554000.0,993750.0,good,buy
5948,7942100290,98042,199000.0,292000.0,good,buy
5951,8802400896,98031,204995.0,288200.0,good,buy
6102,222029026,98070,340000.0,463750.0,good,buy
6202,9818700430,98122,421500.0,572000.0,good,buy
6216,414100630,98133,335000.0,375000.0,good,buy
6300,3885805640,98033,625000.0,678350.0,good,buy
6306,5279100675,98027,313000.0,570500.0,good,buy
6330,5169700022,98059,334950.0,435000.0,good,buy
6350,9476200545,98056,270000.0,380000.0,good,buy
6353,2212900920,98042,215000.0,292000.0,good,buy
6393,3363400655,98103,549000.0,550000.0,good,buy
6396,8651430780,98042,178000.0,292000.0,good,buy
6403,1138000250,98034,350000.0,445950.0,good,buy
6446,3298300130,98008,474905.0,545000.0,good,buy
6537,1931300425,98103,539000.0,550000.0,good,buy
6541,3759500006,98033,610000.0,678350.0,good,buy
6550,643300010,98006,365000.0,760184.5,good,buy
6556,1274500420,98042,234000.0,292000.0,good,buy
6579,321049090,98001,254000.0,260000.0,good,buy
6581,3275750290,98008,480000.0,545000.0,good,buy
6651,8651402910,98042,176000.0,292000.0,good,buy
6673,9202000080,98023,215000.0,268450.0,good,buy
6685,7789000080,98056,253905.0,380000.0,good,buy
6713,1545802850,98038,286000.0,342000.0,good,buy
6731,323049148,98118,319000.0,367500.0,good,buy
6758,6163901381,98155,295000.0,375000.0,good,buy
6788,1180008315,98178,212000.0,278277.0,good,buy
6843,2618300190,98042,255000.0,292000.0,good,buy
6848,3226059071,98033,426000.0,678350.0,good,buy
6850,1568100225,98155,343000.0,375000.0,good,buy
6863,1124000050,98177,461000.0,554000.0,good,buy
6883,6668900005,98155,266000.0,375000.0,good,buy
6918,3908100020,98115,540000.0,567000.0,good,buy
6922,7227502155,98056,208000.0,380000.0,good,buy
6932,7452500285,98126,280000.0,395750.0,good,buy
7079,7104100050,98136,485000.0,489950.0,good,buy
7081,6072500050,98006,560000.0,760184.5,good,buy
7133,3692900010,98115,445000.0,567000.0,good,buy
7225,5602000275,98022,259950.0,279500.0,good,buy
7278,9346910500,98006,700000.0,760184.5,good,buy
7340,325059126,98033,565000.0,678350.0,good,buy
7351,6882510020,98118,340000.0,367500.0,good,buy
7393,2231800020,98133,366000.0,375000.0,good,buy
7401,3336001470,98118,311000.0,367500.0,good,buy
7403,1545803340,98038,269000.0,342000.0,good,buy
7420,626049091,98133,275500.0,375000.0,good,buy
7421,6073200020,98006,485000.0,760184.5,good,buy
7491,243000380,98166,365000.0,390000.0,good,buy
7519,2551500220,98070,330000.0,463750.0,good,buy
7537,1250201130,98144,410000.0,450000.0,good,buy
7567,4427100025,98125,270000.0,425000.0,good,buy
7571,9407001340,98045,320000.0,399500.0,good,buy
7584,1099600090,98023,205000.0,268450.0,good,buy
7610,1250201194,98144,449000.0,450000.0,good,buy
7637,3268000040,98056,339900.0,380000.0,good,buy
7647,2623069031,98027,542500.0,570500.0,good,buy
7699,424500100,98056,189900.0,380000.0,good,buy
7702,6381500065,98125,376500.0,425000.0,good,buy
7760,179000100,98168,174000.0,235000.0,good,buy
7768,428000150,98056,269950.0,380000.0,good,buy
7771,3904100220,98118,276000.0,367500.0,good,buy
7785,6018500120,98022,210000.0,279500.0,good,buy
7836,419000015,98056,299950.0,380000.0,good,buy
7946,2436700315,98105,441500.0,675000.0,good,buy
8011,2206700215,98006,375000.0,760184.5,good,buy
8012,2206700215,98006,550000.0,760184.5,good,buy
8036,3330500925,98118,258305.0,367500.0,good,buy
8093,3900500110,98033,627000.0,678350.0,good,buy
8100,123039424,98146,303000.0,305000.0,good,buy
8130,7276100145,98133,344950.0,375000.0,good,buy
8144,1545801970,98038,250000.0,342000.0,good,buy
8188,425200205,98056,165000.0,380000.0,good,buy
8197,5021900175,98040,500000.0,993750.0,good,buy
8211,7227500450,98056,222900.0,380000.0,good,buy
8214,1432900150,98058,320000.0,335000.0,good,buy
8241,3262301355,98039,1320000.0,1892500.0,good,buy
8248,4463400195,98001,170000.0,260000.0,good,buy
8253,7452500770,98126,267500.0,395750.0,good,buy
8272,6046400755,98103,475000.0,550000.0,good,buy
8282,3644100072,98144,245000.0,450000.0,good,buy
8285,9268200315,98117,456000.0,544000.0,good,buy
8312,2658000215,98118,207000.0,367500.0,good,buy
8320,2141310820,98006,689000.0,760184.5,good,buy
8387,4389201021,98004,1014250.0,1150000.0,good,buy
8462,1218000025,98166,246000.0,390000.0,good,buy
8468,420000085,98056,238000.0,380000.0,good,buy
8485,323059146,98059,343000.0,435000.0,good,buy
8488,5126400150,98058,239950.0,335000.0,good,buy
8494,7305300090,98155,338000.0,375000.0,good,buy
8496,1824059079,98040,880000.0,993750.0,good,buy
8515,2123700100,98118,353000.0,367500.0,good,buy
8530,8005100540,98022,215000.0,279500.0,good,buy
8570,8651410740,98042,189000.0,292000.0,good,buy
8585,2787700150,98059,365000.0,435000.0,good,buy
8649,2768301490,98107,402000.0,529950.0,good,buy
8678,8835200330,98034,399950.0,445950.0,good,buy
8682,2523069146,98027,349900.0,570500.0,good,buy
8693,6821100090,98199,557800.0,689800.0,good,buy
8701,8092700230,98042,249950.0,292000.0,good,buy
8702,4435000490,98188,249000.0,264000.0,good,buy
8802,2064800600,98056,367500.0,380000.0,good,buy
8874,2516000475,98107,455000.0,529950.0,good,buy
8891,3750603940,98001,240000.0,260000.0,good,buy
8896,2174503441,98040,650000.0,993750.0,good,buy
8904,5282200015,98115,525000.0,567000.0,good,buy
8971,6743700015,98033,392800.0,678350.0,good,buy
8991,8651411460,98042,214000.0,292000.0,good,buy
9068,6052401215,98198,255000.0,265000.0,good,buy
9074,2212900180,98042,220000.0,292000.0,good,buy
9089,1777600230,98006,610000.0,760184.5,good,buy
9119,8856890330,98058,300000.0,335000.0,good,buy
9205,259100110,98177,540000.0,554000.0,good,buy
9257,3995700325,98155,275000.0,375000.0,good,buy
9265,2141300620,98006,550000.0,760184.5,good,buy
9303,6788200360,98112,727000.0,915000.0,good,buy
9332,7942100180,98042,230000.0,292000.0,good,buy
9339,4364200015,98126,335000.0,395750.0,good,buy
9340,2979800845,98115,501000.0,567000.0,good,buy
9353,2113701080,98106,300000.0,315000.0,good,buy
9358,1430800100,98166,356000.0,390000.0,good,buy
9383,5469300330,98042,275000.0,292000.0,good,buy
9385,3388300730,98027,550388.0,570500.0,good,buy
9392,2212200100,98031,229950.0,288200.0,good,buy
9433,4058801065,98178,272000.0,278277.0,good,buy
9494,7518505070,98117,402000.0,544000.0,good,buy
9508,7227501765,98056,265000.0,380000.0,good,buy
9516,425200145,98056,265000.0,380000.0,good,buy
9586,1186000150,98122,563250.0,572000.0,good,buy
9646,2028701165,98117,430000.0,544000.0,good,buy
9665,8651443360,98042,195700.0,292000.0,good,buy
9686,984100340,98058,296000.0,335000.0,good,buy
9717,312000295,98136,400000.0,489950.0,good,buy
9742,686900030,98004,999950.0,1150000.0,good,buy
9743,6071300030,98006,464500.0,760184.5,good,buy
9755,3211100240,98059,349000.0,435000.0,good,buy
9784,2130700860,98019,375000.0,401250.0,good,buy
9787,6600400270,98042,202000.0,292000.0,good,buy
9798,395800370,98023,246600.0,268450.0,good,buy
9892,2787700060,98059,420000.0,435000.0,good,buy
9959,3501600135,98117,437500.0,544000.0,good,buy
9995,322059264,98042,279000.0,292000.0,good,buy
10015,1645000710,98022,255000.0,279500.0,good,buy
10022,3339900640,98002,200000.0,235000.0,good,buy
10026,8805900570,98112,808000.0,915000.0,good,buy
10038,1081310060,98059,375000.0,435000.0,good,buy
10063,6413100311,98125,390000.0,425000.0,good,buy
10147,3419600125,98118,245000.0,367500.0,good,buy
10149,3876820140,98072,373000.0,515000.0,good,buy
10189,3438501662,98106,270000.0,315000.0,good,buy
10211,1921059235,98002,215000.0,235000.0,good,buy
10221,3293700496,98133,270000.0,375000.0,good,buy
10251,3622069050,98010,212644.0,359999.5,good,buy
10323,7955040160,98052,495000.0,615000.0,good,buy
10328,4443800960,98117,520000.0,544000.0,good,buy
10377,1928300350,98105,570000.0,675000.0,good,buy
10397,8651411070,98042,180000.0,292000.0,good,buy
10401,8045000340,98052,565000.0,615000.0,good,buy
10426,6746700565,98105,447000.0,675000.0,good,buy
10448,7454000990,98126,304950.0,395750.0,good,buy
10452,8827900560,98105,655000.0,675000.0,good,buy
10470,2516000486,98107,402500.0,529950.0,good,buy
10491,3735901600,98115,435000.0,567000.0,good,buy
10522,1088020070,98033,645000.0,678350.0,good,buy
10574,1796380060,98042,253000.0,292000.0,good,buy
10626,7749500160,98092,220000.0,309780.0,good,buy
10649,2206700070,98006,435000.0,760184.5,good,buy
10696,3343901242,98056,335000.0,380000.0,good,buy
10724,4279900140,98178,251000.0,278277.0,good,buy
10729,2204500550,98006,425000.0,760184.5,good,buy
10748,8074200160,98056,265000.0,380000.0,good,buy
10780,2600110560,98006,750000.0,760184.5,good,buy
10786,1061500510,98056,350000.0,380000.0,good,buy
10927,1823069155,98027,525888.0,570500.0,good,buy
10969,3271300955,98199,554729.0,689800.0,good,buy
10992,513000445,98116,554950.0,562750.0,good,buy
11059,6669000070,98004,1000000.0,1150000.0,good,buy
11069,7454000875,98126,299000.0,395750.0,good,buy
11071,646500070,98007,420000.0,555000.0,good,buy
11126,1761300340,98031,251750.0,288200.0,good,buy
11177,7338401230,98118,285000.0,367500.0,good,buy
11211,7504180070,98074,577000.0,642000.0,good,buy
11219,1090000075,98136,393000.0,489950.0,good,buy
11249,7905400160,98001,246900.0,260000.0,good,buy
11252,6600400370,98042,215000.0,292000.0,good,buy
11261,5459000240,98040,785000.0,993750.0,good,buy
11287,5101402435,98115,312000.0,567000.0,good,buy
11288,5101402435,98115,539000.0,567000.0,good,buy
11344,9512501370,98052,544300.0,615000.0,good,buy
11387,323059208,98059,320000.0,435000.0,good,buy
11399,5706200370,98027,550000.0,570500.0,good,buy
11404,2220069196,98022,253500.0,279500.0,good,buy
11418,9222400565,98115,474000.0,567000.0,good,buy
11419,7116500125,98002,189000.0,235000.0,good,buy
11476,6303400520,98146,265000.0,305000.0,good,buy
11493,2821049082,98003,225000.0,267475.0,good,buy
11521,3389900800,98116,395000.0,562750.0,good,buy
11530,3575301550,98074,560000.0,642000.0,good,buy
11635,4338800685,98166,299999.0,390000.0,good,buy
11653,3818700016,98028,434000.0,445000.0,good,buy
11658,2824059128,98006,510000.0,760184.5,good,buy
11663,3860900111,98004,695000.0,1150000.0,good,buy
11706,5602000105,98022,265000.0,279500.0,good,buy
11720,6071400710,98006,648000.0,760184.5,good,buy
11723,6071000310,98006,622000.0,760184.5,good,buy
11759,1446403305,98168,206000.0,235000.0,good,buy
11782,1775801090,98072,465000.0,515000.0,good,buy
11785,7227801580,98056,232000.0,380000.0,good,buy
11789,8651411420,98042,218000.0,292000.0,good,buy
11799,6882510060,98118,365000.0,367500.0,good,buy
11819,3977630270,98092,206990.0,309780.0,good,buy
11859,5244801275,98109,410500.0,736000.0,good,buy
11877,2473101360,98058,289900.0,335000.0,good,buy
11885,3738900105,98155,350000.0,375000.0,good,buy
11895,8113101000,98118,336000.0,367500.0,good,buy
11901,2652500070,98119,636000.0,744975.0,good,buy
11913,6822100310,98199,685000.0,689800.0,good,buy
11966,3589500260,98105,550000.0,675000.0,good,buy
11979,9541800075,98005,685650.0,765475.0,good,buy
11997,3298200320,98008,445000.0,545000.0,good,buy
12010,2880100240,98117,439950.0,544000.0,good,buy
12024,6822100030,98199,589000.0,689800.0,good,buy
12039,1217000270,98166,338995.0,390000.0,good,buy
12050,8122100160,98126,385000.0,395750.0,good,buy
12068,6884800262,98115,535000.0,567000.0,good,buy
12095,1432900310,98058,320000.0,335000.0,good,buy
12105,324000370,98116,502000.0,562750.0,good,buy
12126,1311000270,98001,247000.0,260000.0,good,buy
12145,5595900316,98022,231000.0,279500.0,good,buy
12159,5095401360,98059,418000.0,435000.0,good,buy
12167,1446404015,98168,200000.0,235000.0,good,buy
12272,3644100030,98144,432500.0,450000.0,good,buy
12295,3738000070,98039,1712750.0,1892500.0,good,buy
12304,8651443420,98042,280000.0,292000.0,good,buy
12470,6623400193,98055,257000.0,294950.0,good,buy
12484,1172000150,98103,238000.0,550000.0,good,buy
12550,7905200230,98116,330000.0,562750.0,good,buy
12569,2330000035,98005,710000.0,765475.0,good,buy
12590,6819100150,98119,677915.0,744975.0,good,buy
12619,6163900971,98155,352450.0,375000.0,good,buy
12691,4036100175,98006,689000.0,760184.5,good,buy
12720,1355000220,98031,243000.0,288200.0,good,buy
12763,7696300180,98034,410000.0,445950.0,good,buy
12780,418000330,98056,199950.0,380000.0,good,buy
12785,7752000065,98008,537000.0,545000.0,good,buy
12796,7788400065,98056,317000.0,380000.0,good,buy
12803,7883608693,98108,191000.0,342500.0,good,buy
12805,2768100040,98107,515000.0,529950.0,good,buy
12810,3705900124,98133,302000.0,375000.0,good,buy
12819,5365200040,98055,235000.0,294950.0,good,buy
12822,3343300644,98056,343000.0,380000.0,good,buy
12861,7334500120,98045,240000.0,399500.0,good,buy
12894,7454001120,98146,285950.0,305000.0,good,buy
12942,7148200040,98188,173000.0,264000.0,good,buy
12954,3331001165,98118,305000.0,367500.0,good,buy
12972,4232903265,98119,614950.0,744975.0,good,buy
12991,415100085,98133,350000.0,375000.0,good,buy
12996,3388000040,98031,260000.0,288200.0,good,buy
13018,6414100133,98125,337000.0,425000.0,good,buy
13030,2787700180,98059,320000.0,435000.0,good,buy
13051,2129700142,98019,201000.0,401250.0,good,buy
13074,7129304225,98118,305000.0,367500.0,good,buy
13091,629000410,98004,915000.0,1150000.0,good,buy
13094,9550202700,98105,460000.0,675000.0,good,buy
13101,7129302185,98118,290000.0,367500.0,good,buy
13115,7518503685,98117,402000.0,544000.0,good,buy
13138,7229900145,98059,430000.0,435000.0,good,buy
13269,7809200035,98056,290000.0,380000.0,good,buy
13311,6813600365,98103,527950.0,550000.0,good,buy
13366,4039400410,98007,525000.0,555000.0,good,buy
13371,925059219,98033,664000.0,678350.0,good,buy
13391,3343901848,98056,313100.0,380000.0,good,buy
13415,1432701510,98058,249000.0,335000.0,good,buy
13438,8712100720,98112,785000.0,915000.0,good,buy
13499,7942600975,98122,505000.0,572000.0,good,buy
13543,1900600040,98166,265000.0,390000.0,good,buy
13547,424500035,98056,250000.0,380000.0,good,buy
13590,4024101395,98155,370000.0,375000.0,good,buy
13669,3344500183,98056,375000.0,380000.0,good,buy
13678,7229100040,98058,300000.0,335000.0,good,buy
13731,1397300120,98133,364500.0,375000.0,good,buy
13752,3797000330,98103,471001.0,550000.0,good,buy
13774,3902310210,98033,610000.0,678350.0,good,buy
13792,8651400730,98042,191000.0,292000.0,good,buy
13818,8021701115,98103,549000.0,550000.0,good,buy
13826,5126400230,98058,199000.0,335000.0,good,buy
13859,2589300065,98118,329900.0,367500.0,good,buy
13885,1862400087,98117,475000.0,544000.0,good,buy
13906,1566100450,98115,505000.0,567000.0,good,buy
13929,9266701085,98103,409950.0,550000.0,good,buy
13959,9818700455,98122,518000.0,572000.0,good,buy
13981,2569600150,98042,235000.0,292000.0,good,buy
14000,9266700256,98103,470000.0,550000.0,good,buy
14038,8651402700,98042,202950.0,292000.0,good,buy
14059,7518507330,98117,535610.0,544000.0,good,buy
14082,3521059042,98092,255500.0,309780.0,good,buy
14089,952001765,98116,558000.0,562750.0,good,buy
14097,1175001135,98107,424000.0,529950.0,good,buy
14113,2372800145,98022,219950.0,279500.0,good,buy
14146,1777600210,98006,590000.0,760184.5,good,buy
14228,4396000180,98038,267500.0,342000.0,good,buy
14241,1922059010,98030,140000.0,282255.0,good,buy
14287,2436700540,98105,665000.0,675000.0,good,buy
14302,3348401622,98178,223000.0,278277.0,good,buy
14304,2872100385,98117,460000.0,544000.0,good,buy
14306,2887701251,98115,392800.0,567000.0,good,buy
14349,2769602710,98107,517950.0,529950.0,good,buy
14351,3211101010,98059,319500.0,435000.0,good,buy
14368,6072000910,98006,480000.0,760184.5,good,buy
14454,8581400450,98002,159995.0,235000.0,good,buy
14459,3797000035,98103,430000.0,550000.0,good,buy
14488,5631500905,98028,272925.0,445000.0,good,buy
14516,8651441210,98042,230000.0,292000.0,good,buy
14567,114100297,98028,400000.0,445000.0,good,buy
14570,8122100905,98126,395000.0,395750.0,good,buy
14572,5595900210,98022,195000.0,279500.0,good,buy
14585,6672900220,98040,984000.0,993750.0,good,buy
14607,629000704,98004,1000000.0,1150000.0,good,buy
14627,7562100065,98118,260000.0,367500.0,good,buy
14649,9407001320,98045,295000.0,399500.0,good,buy
14665,8651430870,98042,177000.0,292000.0,good,buy
14675,2051200506,98070,390000.0,463750.0,good,buy
14711,7230300610,98059,352500.0,435000.0,good,buy
14733,3438501020,98106,308500.0,315000.0,good,buy
